PLAYER,TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
MADDY SIEGRIST,DAL,DAL @ SEA,05/26/2023,W,5,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,-1
MADDY SIEGRIST,DAL,DAL vs. ATL,05/20/2023,W,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
MARINA MABREY,CHI,CHI vs. SEA,08/22/2023,W,26,19,7,15,46.7,3,8,37.5,2,2,100,3,2,5,2,1,1,0,3,22
MARINA MABREY,CHI,CHI vs. CON,08/20/2023,L,30,11,5,10,50,1,3,33.3,0,0,0,0,3,3,2,0,0,3,3,-4
MARINA MABREY,CHI,CHI @ ATL,08/18/2023,L,25,5,2,9,22.2,1,4,25,0,1,0,0,3,3,3,1,1,2,3,2
MARINA MABREY,CHI,CHI @ WAS,08/13/2023,L,29,15,5,13,38.5,2,7,28.6,3,4,75,1,2,3,2,2,0,7,2,3
MARINA MABREY,CHI,CHI @ NYL,11/8/2023,L,32,12,5,13,38.5,2,6,33.3,0,0,0,1,1,2,4,2,0,2,1,-18
MARINA MABREY,CHI,CHI vs. MIN,8/8/2023,L,31,11,4,13,30.8,2,7,28.6,1,1,100,1,2,3,3,0,0,1,4,-6
MARINA MABREY,CHI,CHI @ DAL,6/8/2023,W,31,32,8,14,57.1,3,7,42.9,13,14,92.9,2,3,5,1,0,0,4,3,7
MARINA MABREY,CHI,CHI @ DAL,4/8/2023,W,27,16,5,14,35.7,2,6,33.3,4,5,80,1,4,5,4,1,1,1,1,17
MARINA MABREY,CHI,CHI vs. PHO,07/30/2023,W,29,23,9,18,50,4,8,50,1,1,100,1,4,5,6,0,1,0,2,20
MARINA MABREY,CHI,CHI vs. SEA,07/28/2023,L,24,5,2,9,22.2,1,4,25,0,0,0,0,2,2,2,0,1,2,1,-11
MARINA MABREY,CHI,CHI vs. LVA,07/25/2023,L,30,11,3,7,42.9,2,2,100,3,4,75,1,4,5,6,0,0,2,2,-7
MARINA MABREY,CHI,CHI @ SEA,07/22/2023,W,29,22,8,16,50,4,7,57.1,2,2,100,3,2,5,6,0,0,1,4,19
MARINA MABREY,CHI,CHI @ PHO,07/20/2023,L,22,4,2,12,16.7,0,5,0,0,0,0,0,2,2,2,1,1,1,1,-17
MARINA MABREY,CHI,CHI vs. CON,12/7/2023,L,32,9,2,7,28.6,1,2,50,4,4,100,1,5,6,3,1,0,2,4,1
MARINA MABREY,CHI,CHI vs. ATL,9/7/2023,L,29,5,1,11,9.1,1,5,20,2,2,100,1,1,2,5,0,0,0,2,-5
MARINA MABREY,CHI,CHI vs. ATL,7/7/2023,L,33,14,4,13,30.8,3,8,37.5,3,4,75,1,3,4,3,1,0,1,2,-9
MARINA MABREY,CHI,CHI @ IND,2/7/2023,W,34,17,6,15,40,3,9,33.3,2,2,100,1,3,4,6,1,0,2,2,2
MARINA MABREY,CHI,CHI vs. LAS,06/30/2023,W,29,15,5,10,50,3,4,75,2,4,50,1,2,3,3,1,0,2,0,8
MARINA MABREY,CHI,CHI vs. LAS,06/28/2023,W,31,13,5,11,45.5,2,5,40,1,3,33.3,1,4,5,4,1,1,3,2,14
MARINA MABREY,CHI,CHI @ CON,06/25/2023,L,33,10,3,9,33.3,1,5,20,3,5,60,1,1,2,5,0,0,2,3,-14
MARINA MABREY,CHI,CHI vs. WAS,06/22/2023,L,29,8,2,11,18.2,1,3,33.3,3,3,100,2,2,4,2,0,0,3,2,-23
MARINA MABREY,CHI,CHI @ WAS,06/18/2023,L,32,11,5,13,38.5,1,7,14.3,0,0,0,0,3,3,3,0,1,2,1,-6
MARINA MABREY,CHI,CHI vs. IND,06/15/2023,L,38,36,14,22,63.6,6,11,54.5,2,3,66.7,1,5,6,2,0,0,4,5,-2
MARINA MABREY,CHI,CHI @ LVA,11/6/2023,L,30,20,6,14,42.9,3,5,60,5,6,83.3,1,2,3,2,1,1,2,3,-8
MARINA MABREY,CHI,CHI @ LAS,9/6/2023,L,33,8,3,9,33.3,1,4,25,1,1,100,0,5,5,4,2,0,3,4,-14
MARINA MABREY,CHI,CHI vs. IND,6/6/2023,W,30,28,9,15,60,1,3,33.3,9,9,100,0,2,2,2,3,0,1,2,-5
MARINA MABREY,CHI,CHI @ NYL,4/6/2023,W,29,17,4,15,26.7,0,4,0,9,11,81.8,0,2,2,4,0,1,3,2,-5
MARINA MABREY,CHI,CHI vs. NYL,2/6/2023,L,34,15,5,14,35.7,3,6,50,2,2,100,2,5,7,4,1,0,3,3,6
MARINA MABREY,CHI,CHI @ ATL,05/30/2023,L,26,10,4,10,40,1,2,50,1,1,100,0,3,3,4,0,0,2,1,-15
MARINA MABREY,CHI,CHI vs. DAL,05/28/2023,W,34,23,7,17,41.2,3,6,50,6,7,85.7,2,3,5,8,0,1,3,4,5
MARINA MABREY,CHI,CHI vs. WAS,05/26/2023,L,26,19,8,15,53.3,2,7,28.6,1,1,100,0,5,5,4,0,2,6,3,7
MARINA MABREY,CHI,CHI @ MIN,05/19/2023,W,23,5,2,9,22.2,1,5,20,0,0,0,0,4,4,2,1,0,2,2,-2
MARINE JOHANNÈS,NYL,NYL @ PHO,08/18/2023,W,28,18,7,13,53.8,4,7,57.1,0,0,0,1,0,1,2,1,1,1,0,13
MARINE JOHANNÈS,NYL,NYL @ LVA,08/17/2023,L,14,6,2,4,50,2,4,50,0,0,0,0,1,1,1,0,0,0,0,-12
MARINE JOHANNÈS,NYL,NYL @ IND,08/13/2023,W,11,4,2,4,50,0,1,0,0,0,0,1,0,1,1,0,0,1,1,-11
MARINE JOHANNÈS,NYL,NYL vs. CHI,11/8/2023,W,19,6,2,5,40,1,3,33.3,1,2,50,0,2,2,1,2,0,2,1,9
MARINE JOHANNÈS,NYL,NYL vs. LVA,6/8/2023,W,10,0,0,2,0,0,2,0,0,0,0,0,1,1,0,1,0,2,0,-5
MARINE JOHANNÈS,NYL,NYL @ MIN,4/8/2023,W,16,2,0,3,0,0,3,0,2,2,100,0,0,0,1,0,0,1,2,-6
MARINE JOHANNÈS,NYL,NYL @ LAS,1/8/2023,W,14,3,1,3,33.3,1,3,33.3,0,0,0,1,2,3,1,0,0,1,2,-10
MARINE JOHANNÈS,NYL,NYL @ LAS,07/30/2023,W,24,15,5,8,62.5,5,7,71.4,0,0,0,0,1,1,0,1,0,2,4,-13
MARINE JOHANNÈS,NYL,NYL vs. MIN,07/28/2023,L,20,4,2,6,33.3,0,4,0,0,0,0,0,0,0,1,0,0,0,3,9
MARINE JOHANNÈS,NYL,NYL vs. ATL,07/27/2023,W,18,3,1,5,20,1,5,20,0,0,0,0,0,0,2,0,0,1,2,-13
MARINE JOHANNÈS,NYL,NYL vs. SEA,07/25/2023,W,21,10,4,9,44.4,2,6,33.3,0,0,0,0,1,1,1,3,0,3,1,8
MARINE JOHANNÈS,NYL,NYL vs. IND,07/23/2023,W,20,12,4,7,57.1,4,7,57.1,0,0,0,0,2,2,4,3,0,4,2,13
MARINE JOHANNÈS,NYL,NYL @ WAS,07/21/2023,W,17,5,2,6,33.3,1,5,20,0,0,0,1,5,6,2,0,1,2,2,-2
MARINE JOHANNÈS,NYL,NYL vs. DAL,07/19/2023,L,17,9,3,9,33.3,3,7,42.9,0,0,0,0,0,0,0,0,0,1,0,-4
MARINE JOHANNÈS,NYL,NYL @ IND,12/7/2023,W,16,0,0,5,0,0,4,0,0,0,0,0,2,2,3,0,0,1,2,-1
MARINE JOHANNÈS,NYL,NYL vs. SEA,8/7/2023,W,13,0,0,4,0,0,2,0,0,0,0,0,1,1,1,0,0,0,1,-3
MARINE JOHANNÈS,NYL,NYL vs. PHO,5/7/2023,W,15,2,1,4,25,0,2,0,0,0,0,0,1,1,2,0,0,1,2,-21
MARINE JOHANNÈS,NYL,NYL @ SEA,2/7/2023,W,17,6,2,7,28.6,2,5,40,0,0,0,0,0,0,1,1,0,2,1,6
MARINE JOHANNÈS,NYL,NYL @ LVA,06/29/2023,L,19,10,4,7,57.1,2,4,50,0,0,0,0,2,2,2,0,0,1,1,-4
MARINE JOHANNÈS,NYL,NYL @ CON,06/27/2023,W,15,3,1,4,25,1,3,33.3,0,0,0,1,1,2,2,1,0,0,0,1
MARINE JOHANNÈS,NYL,NYL vs. WAS,06/25/2023,W,18,3,1,4,25,1,4,25,0,0,0,1,4,5,0,1,0,0,2,4
MARINE JOHANNÈS,NYL,NYL @ ATL,06/23/2023,W,24,18,6,10,60,5,7,71.4,1,1,100,0,1,1,2,1,0,1,1,17
MARINE JOHANNÈS,NYL,NYL vs. PHO,06/18/2023,W,26,10,4,8,50,2,5,40,0,0,0,1,1,2,3,3,0,3,3,24
MARINE JOHANNÈS,NYL,NYL vs. ATL,06/13/2023,L,33,18,7,15,46.7,4,10,40,0,0,0,0,1,1,4,1,0,4,4,-6
MARINE JOHANNÈS,NYL,NYL vs. DAL,11/6/2023,W,19,12,4,8,50,4,8,50,0,0,0,0,1,1,3,0,0,3,0,-5
MARINE JOHANNÈS,NYL,NYL @ ATL,9/6/2023,W,15,6,3,8,37.5,0,3,0,0,0,0,1,1,2,1,3,0,0,2,9
MARINE JOHANNÈS,NYL,NYL vs. CHI,4/6/2023,L,21,11,5,10,50,1,5,20,0,0,0,0,0,0,2,0,0,1,2,4
MARINE JOHANNÈS,NYL,NYL @ CHI,2/6/2023,W,21,3,1,4,25,0,2,0,1,2,50,0,0,0,2,0,0,2,0,-5
MAYA CALDWELL,IND,IND @ ATL,6/8/2023,L,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,-5
MAYA CALDWELL,IND,IND vs. CON,4/8/2023,L,12,4,1,3,33.3,0,1,0,2,2,100,2,1,3,1,0,0,2,1,-5
MAYA CALDWELL,IND,IND vs. PHO,1/8/2023,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAYA CALDWELL,IND,IND vs. SEA,07/30/2023,L,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2
MAYA CALDWELL,IND,IND @ NYL,07/23/2023,L,14,2,1,4,25,0,1,0,0,0,0,3,2,5,1,1,0,1,0,10
MAYA CALDWELL,IND,IND @ WAS,07/19/2023,W,5,2,1,3,33.3,0,1,0,0,0,0,0,2,2,0,0,0,1,0,0
MAYA CALDWELL,IND,IND vs. NYL,12/7/2023,L,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,-8
MAYA CALDWELL,IND,IND vs. DAL,9/7/2023,L,4,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,3,-7
MAYA CALDWELL,IND,IND @ WAS,7/7/2023,L,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,-4
MAYA CALDWELL,IND,IND @ MIN,5/7/2023,L,13,6,2,4,50,1,2,50,1,1,100,0,0,0,2,0,1,2,1,0
MAYA CALDWELL,IND,IND vs. CHI,2/7/2023,L,27,5,2,5,40,0,2,0,1,1,100,0,1,1,0,0,0,1,0,-2
MAYA CALDWELL,IND,IND @ PHO,06/29/2023,L,12,3,1,3,33.3,1,1,100,0,0,0,0,1,1,1,0,0,1,0,-7
MAYA CALDWELL,IND,IND @ LVA,06/26/2023,L,6,5,2,3,66.7,0,0,0,1,1,100,1,0,1,1,1,0,0,1,-10
MAYA CALDWELL,IND,IND @ LVA,06/24/2023,L,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1
MAYA CALDWELL,IND,IND @ SEA,06/22/2023,W,25,4,1,4,25,0,2,0,2,2,100,0,1,1,0,0,1,1,2,8
MAYA CALDWELL,IND,IND vs. ATL,06/18/2023,L,13,2,1,2,50,0,0,0,0,0,0,1,0,1,1,1,0,1,0,-10
MAYA CALDWELL,IND,IND @ CHI,06/15/2023,W,17,6,2,3,66.7,1,2,50,1,2,50,0,1,1,0,0,0,1,1,9
MAYA CALDWELL,IND,IND vs. WAS,06/13/2023,W,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,6
MAYA CALDWELL,IND,IND vs. PHO,11/6/2023,L,4,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,3
MAYA CALDWELL,IND,IND @ MIN,9/6/2023,W,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-6
MAYA CALDWELL,IND,IND vs. LVA,4/6/2023,L,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
MAYA CALDWELL,IND,IND @ CON,05/30/2023,L,18,5,2,5,40,0,1,0,1,1,100,0,1,1,0,1,0,0,4,1
MAYA CALDWELL,IND,IND @ ATL,05/28/2023,W,9,2,1,3,33.3,0,2,0,0,0,0,0,0,0,2,0,0,0,0,-4
MAYA CALDWELL,IND,IND @ NYL,05/21/2023,L,11,2,1,5,20,0,2,0,0,0,0,0,0,0,1,0,0,1,1,2
MAYA CALDWELL,IND,IND vs. CON,05/19/2023,L,25,3,1,5,20,1,3,33.3,0,0,0,0,2,2,3,1,0,1,0,-4
MEGAN GUSTAFSON,PHO,PHO vs. IND,08/20/2023,L,28,15,6,13,46.2,2,4,50,1,2,50,3,5,8,1,1,1,1,2,-3
MEGAN GUSTAFSON,PHO,PHO @ SEA,08/13/2023,L,11,2,1,5,20,0,1,0,0,0,0,2,1,3,0,2,0,1,1,-17
MEGAN GUSTAFSON,PHO,PHO vs. CON,10/8/2023,W,10,10,2,3,66.7,1,1,100,5,5,100,0,0,0,0,0,0,1,2,10
MEGAN GUSTAFSON,PHO,PHO vs. WAS,8/8/2023,W,16,8,4,7,57.1,0,2,0,0,0,0,1,1,2,2,0,1,0,1,13
MEGAN GUSTAFSON,PHO,PHO vs. SEA,5/8/2023,L,15,13,6,7,85.7,1,1,100,0,0,0,1,3,4,1,0,0,0,2,7
MEGAN GUSTAFSON,PHO,PHO vs. ATL,3/8/2023,W,27,8,3,7,42.9,0,1,0,2,3,66.7,3,5,8,1,1,1,2,5,16
MEGAN GUSTAFSON,PHO,PHO @ IND,1/8/2023,L,27,17,6,15,40,2,3,66.7,3,4,75,3,1,4,0,0,0,3,3,0
MEGAN GUSTAFSON,PHO,PHO @ CHI,07/30/2023,L,27,17,6,12,50,2,3,66.7,3,4,75,3,5,8,1,1,0,1,2,-13
MEGAN GUSTAFSON,PHO,PHO @ ATL,07/25/2023,L,22,19,7,13,53.8,0,4,0,5,6,83.3,2,6,8,1,1,3,4,1,4
MEGAN GUSTAFSON,PHO,PHO @ WAS,07/23/2023,L,19,12,4,7,57.1,1,3,33.3,3,4,75,0,3,3,2,1,1,2,2,0
MEGAN GUSTAFSON,PHO,PHO vs. CHI,07/20/2023,W,12,12,5,10,50,0,0,0,2,2,100,2,4,6,0,0,0,1,1,4
MEGAN GUSTAFSON,PHO,PHO vs. CON,07/18/2023,W,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3
MEGAN GUSTAFSON,PHO,PHO @ LVA,11/7/2023,L,13,3,1,2,50,1,1,100,0,0,0,0,5,5,0,0,1,2,3,-5
MEGAN GUSTAFSON,PHO,PHO vs. LAS,9/7/2023,W,10,7,3,3,100,1,1,100,0,0,0,0,3,3,0,0,1,0,1,9
MEGAN GUSTAFSON,PHO,PHO @ MIN,7/7/2023,L,15,8,3,4,75,0,1,0,2,2,100,1,2,3,0,0,0,0,2,2
MEGAN GUSTAFSON,PHO,PHO @ NYL,5/7/2023,L,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-4
MEGAN GUSTAFSON,PHO,PHO vs. MIN,1/7/2023,L,4,0,0,1,0,0,1,0,0,2,0,1,1,2,0,0,0,0,1,-5
MEGAN GUSTAFSON,PHO,PHO @ SEA,06/24/2023,L,12,5,1,4,25,0,1,0,3,4,75,0,2,2,0,0,0,3,3,-18
MEGAN GUSTAFSON,PHO,PHO vs. LVA,06/21/2023,L,20,10,3,6,50,0,1,0,4,5,80,4,6,10,1,1,1,1,1,-15
MEGAN GUSTAFSON,PHO,PHO @ NYL,06/18/2023,L,22,6,3,6,50,0,1,0,0,0,0,2,5,7,0,0,0,2,5,-8
MEGAN GUSTAFSON,PHO,PHO @ WAS,06/16/2023,L,16,6,2,4,50,0,0,0,2,3,66.7,1,2,3,0,1,0,1,3,-4
MEGAN GUSTAFSON,PHO,PHO vs. SEA,06/13/2023,L,11,7,2,2,100,1,1,100,2,2,100,0,2,2,0,0,0,0,2,12
MEGAN GUSTAFSON,PHO,PHO @ IND,11/6/2023,W,6,2,0,1,0,0,1,0,2,2,100,1,1,2,0,0,0,0,0,2
MEGAN GUSTAFSON,PHO,PHO @ DAL,9/6/2023,L,6,4,2,4,50,0,0,0,0,0,0,2,0,2,0,0,1,0,1,6
MEGAN GUSTAFSON,PHO,PHO @ DAL,7/6/2023,L,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1
MEGAN GUSTAFSON,PHO,PHO vs. LAS,2/6/2023,L,8,2,0,1,0,0,1,0,2,2,100,0,0,0,1,0,0,1,1,-11
MERCEDES RUSSELL,SEA,SEA @ CHI,08/22/2023,L,11,6,3,5,60,0,0,0,0,0,0,3,1,4,1,0,0,0,0,-14
MERCEDES RUSSELL,SEA,SEA @ MIN,08/20/2023,W,16,8,4,9,44.4,0,0,0,0,1,0,0,3,3,0,2,0,2,1,-1
MERCEDES RUSSELL,SEA,SEA vs. MIN,08/18/2023,L,27,2,1,3,33.3,0,0,0,0,0,0,2,4,6,2,0,0,1,3,-10
MERCEDES RUSSELL,SEA,SEA vs. PHO,08/13/2023,W,28,8,4,7,57.1,0,0,0,0,0,0,2,8,10,1,0,1,2,0,5
MERCEDES RUSSELL,SEA,SEA vs. ATL,10/8/2023,W,24,9,4,8,50,0,0,0,1,4,25,2,3,5,2,2,0,3,3,6
MERCEDES RUSSELL,SEA,SEA vs. CON,8/8/2023,L,11,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,-7
MERCEDES RUSSELL,SEA,SEA @ PHO,5/8/2023,W,24,0,0,3,0,0,0,0,0,0,0,2,6,8,0,0,0,2,3,2
MERCEDES RUSSELL,SEA,SEA vs. DAL,2/8/2023,L,22,2,1,2,50,0,0,0,0,0,0,0,4,4,2,0,0,2,2,2
MERCEDES RUSSELL,SEA,SEA @ IND,07/30/2023,W,18,6,3,3,100,0,0,0,0,0,0,0,4,4,0,1,0,2,2,14
MERCEDES RUSSELL,SEA,SEA @ CHI,07/28/2023,W,16,8,4,7,57.1,0,0,0,0,0,0,4,1,5,0,0,0,0,1,-14
MERCEDES RUSSELL,SEA,SEA @ NYL,07/25/2023,L,22,6,3,4,75,0,0,0,0,0,0,1,1,2,1,0,0,2,1,-12
MERCEDES RUSSELL,SEA,SEA vs. CHI,07/22/2023,L,16,7,3,5,60,0,0,0,1,1,100,0,1,1,0,0,1,1,1,-9
MERCEDES RUSSELL,SEA,SEA vs. LVA,07/20/2023,L,14,8,4,4,100,0,0,0,0,1,0,0,3,3,1,1,0,0,1,6
MERCEDES RUSSELL,SEA,SEA @ NYL,8/7/2023,L,3,2,1,1,100,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0
MERCEDES RUSSELL,SEA,SEA @ CON,6/7/2023,L,2,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-10
MERCEDES RUSSELL,SEA,SEA vs. NYL,2/7/2023,L,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-4
MERCEDES RUSSELL,SEA,SEA @ MIN,06/27/2023,L,13,4,2,4,50,0,0,0,0,0,0,0,2,2,2,0,2,0,0,-8
MERCEDES RUSSELL,SEA,SEA vs. PHO,06/24/2023,W,24,7,2,4,50,0,0,0,3,4,75,1,3,4,0,0,0,3,3,4
MERCEDES RUSSELL,SEA,SEA vs. IND,06/22/2023,L,27,4,2,7,28.6,0,0,0,0,0,0,4,4,8,2,0,1,1,1,-8
MERCEDES RUSSELL,SEA,SEA vs. CON,06/20/2023,L,26,5,2,6,33.3,0,0,0,1,2,50,1,1,2,1,0,2,2,3,-14
MERCEDES RUSSELL,SEA,SEA @ DAL,06/17/2023,W,34,12,4,6,66.7,0,0,0,4,6,66.7,3,7,10,5,1,0,1,1,0
MERCEDES RUSSELL,SEA,SEA @ LVA,06/15/2023,L,11,0,0,0,0,0,0,0,0,0,0,1,3,4,2,0,0,1,1,3
MERCEDES RUSSELL,SEA,SEA @ PHO,06/13/2023,W,9,0,0,1,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,11
MERCEDES RUSSELL,SEA,SEA vs. WAS,11/6/2023,L,7,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-11
MERCEDES RUSSELL,SEA,SEA vs. WAS,9/6/2023,L,13,4,2,5,40,0,0,0,0,0,0,0,2,2,1,0,0,0,0,-15
MERCEDES RUSSELL,SEA,SEA vs. LAS,6/6/2023,W,11,0,0,2,0,0,0,0,0,0,0,0,2,2,0,1,0,1,3,-10
MERCEDES RUSSELL,SEA,SEA @ LAS,3/6/2023,L,29,6,3,5,60,0,0,0,0,0,0,1,5,6,3,0,1,3,1,-2
MERCEDES RUSSELL,SEA,SEA vs. NYL,05/30/2023,L,24,10,2,5,40,0,0,0,6,8,75,1,3,4,4,0,0,0,2,-12
MERCEDES RUSSELL,SEA,SEA vs. DAL,05/26/2023,L,17,6,2,4,50,0,0,0,2,2,100,2,3,5,1,1,0,1,1,-11
MERCEDES RUSSELL,SEA,SEA vs. LVA,05/20/2023,L,24,6,3,5,60,0,0,0,0,2,0,2,7,9,1,0,1,1,0,-24
MICHAELA ONYENWERE,PHO,PHO vs. IND,08/20/2023,L,33,12,6,12,50,0,3,0,0,3,0,2,2,4,0,1,0,2,5,-10
MICHAELA ONYENWERE,PHO,PHO vs. NYL,08/18/2023,L,26,9,4,10,40,0,2,0,1,2,50,3,3,6,1,1,0,3,2,-6
MICHAELA ONYENWERE,PHO,PHO @ SEA,08/13/2023,L,12,2,1,3,33.3,0,0,0,0,0,0,0,3,3,0,0,0,0,1,-6
MICHAELA ONYENWERE,PHO,PHO vs. CON,10/8/2023,W,15,5,1,2,50,0,0,0,3,4,75,0,1,1,0,0,0,0,4,1
MICHAELA ONYENWERE,PHO,PHO vs. WAS,8/8/2023,W,15,11,4,7,57.1,3,5,60,0,0,0,1,1,2,0,0,0,1,1,11
MICHAELA ONYENWERE,PHO,PHO vs. SEA,5/8/2023,L,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,-10
MICHAELA ONYENWERE,PHO,PHO vs. ATL,3/8/2023,W,12,8,3,9,33.3,2,5,40,0,0,0,0,1,1,1,0,0,0,2,1
MICHAELA ONYENWERE,PHO,PHO @ IND,1/8/2023,L,14,4,1,9,11.1,1,5,20,1,2,50,0,1,1,1,1,2,1,2,1
MICHAELA ONYENWERE,PHO,PHO @ CHI,07/30/2023,L,27,18,7,16,43.8,1,5,20,3,3,100,2,3,5,5,0,2,1,2,-1
MICHAELA ONYENWERE,PHO,PHO @ ATL,07/25/2023,L,26,9,3,6,50,2,4,50,1,2,50,1,3,4,2,1,0,1,2,-11
MICHAELA ONYENWERE,PHO,PHO @ WAS,07/23/2023,L,22,4,2,8,25,0,2,0,0,0,0,0,2,2,1,1,0,4,3,-11
MICHAELA ONYENWERE,PHO,PHO vs. CHI,07/20/2023,W,17,8,3,4,75,2,2,100,0,0,0,1,1,2,0,1,1,6,1,19
MICHAELA ONYENWERE,PHO,PHO vs. CON,07/18/2023,W,10,1,0,3,0,0,2,0,1,2,50,0,3,3,0,0,0,2,3,4
MICHAELA ONYENWERE,PHO,PHO @ LVA,11/7/2023,L,23,18,7,13,53.8,1,3,33.3,3,3,100,2,0,2,0,1,0,0,2,4
MICHAELA ONYENWERE,PHO,PHO vs. LAS,9/7/2023,W,17,0,0,4,0,0,0,0,0,0,0,4,1,5,2,0,0,3,5,10
MICHAELA ONYENWERE,PHO,PHO @ MIN,7/7/2023,L,32,24,9,18,50,3,7,42.9,3,4,75,1,3,4,1,2,0,3,1,-11
MICHAELA ONYENWERE,PHO,PHO @ NYL,5/7/2023,L,25,19,7,13,53.8,0,2,0,5,6,83.3,2,1,3,2,2,1,2,3,15
MICHAELA ONYENWERE,PHO,PHO vs. MIN,1/7/2023,L,20,10,3,5,60,1,1,100,3,5,60,3,2,5,1,0,1,3,6,-2
MICHAELA ONYENWERE,PHO,PHO vs. IND,06/29/2023,W,29,9,3,6,50,1,3,33.3,2,2,100,3,4,7,4,1,3,4,1,10
MICHAELA ONYENWERE,PHO,PHO vs. DAL,06/27/2023,L,35,12,3,11,27.3,2,7,28.6,4,6,66.7,2,1,3,3,0,1,2,4,-21
MICHAELA ONYENWERE,PHO,PHO @ SEA,06/24/2023,L,29,14,4,9,44.4,1,5,20,5,5,100,1,2,3,2,1,0,3,5,-12
MICHAELA ONYENWERE,PHO,PHO vs. LVA,06/21/2023,L,29,9,3,12,25,1,4,25,2,2,100,2,5,7,3,1,0,1,5,-12
MICHAELA ONYENWERE,PHO,PHO @ NYL,06/18/2023,L,12,5,2,3,66.7,0,0,0,1,2,50,0,0,0,2,0,0,2,2,-6
MICHAELA ONYENWERE,PHO,PHO @ WAS,06/16/2023,L,32,20,7,11,63.6,0,3,0,6,7,85.7,1,8,9,1,3,2,5,3,-21
MICHAELA ONYENWERE,PHO,PHO vs. SEA,06/13/2023,L,26,10,4,7,57.1,2,2,100,0,0,0,0,4,4,0,1,0,3,3,-17
MICHAELA ONYENWERE,PHO,PHO @ IND,11/6/2023,W,32,11,4,9,44.4,3,5,60,0,0,0,4,8,12,1,0,0,0,3,4
MICHAELA ONYENWERE,PHO,PHO @ DAL,9/6/2023,L,27,9,4,11,36.4,0,4,0,1,1,100,2,4,6,2,1,2,3,2,4
MICHAELA ONYENWERE,PHO,PHO @ DAL,7/6/2023,L,17,4,2,5,40,0,0,0,0,0,0,0,2,2,1,1,0,3,4,-4
MICHAELA ONYENWERE,PHO,PHO vs. LAS,2/6/2023,L,27,10,4,9,44.4,2,5,40,0,0,0,0,5,5,1,0,1,2,3,-4
MICHAELA ONYENWERE,PHO,PHO vs. MIN,05/25/2023,W,19,6,2,2,100,2,2,100,0,0,0,2,1,3,2,0,1,1,4,9
MICHAELA ONYENWERE,PHO,PHO vs. CHI,05/21/2023,L,30,4,2,6,33.3,0,1,0,0,0,0,0,3,3,1,1,1,2,3,-13
MICHAELA ONYENWERE,PHO,PHO @ LAS,05/19/2023,L,26,7,2,6,33.3,2,3,66.7,1,2,50,1,3,4,3,1,0,2,5,-9
MONIQUE BILLINGS,ATL,ATL vs. LVA,08/22/2023,L,11,2,1,4,25,0,0,0,0,2,0,1,4,5,0,0,0,0,4,-6
MONIQUE BILLINGS,ATL,ATL vs. CHI,08/18/2023,W,17,2,1,5,20,0,0,0,0,0,0,2,2,4,0,1,0,0,0,3
MONIQUE BILLINGS,ATL,ATL @ LVA,08/13/2023,L,13,2,1,2,50,0,0,0,0,0,0,1,3,4,0,0,0,1,1,-8
MONIQUE BILLINGS,ATL,ATL @ LAS,12/8/2023,L,8,2,1,2,50,0,1,0,0,0,0,1,4,5,0,0,0,1,3,-4
MONIQUE BILLINGS,ATL,ATL @ SEA,10/8/2023,L,19,3,1,6,16.7,0,0,0,1,2,50,2,9,11,0,0,1,1,5,-5
MONIQUE BILLINGS,ATL,ATL vs. IND,6/8/2023,W,11,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,2,1
MONIQUE BILLINGS,ATL,ATL @ PHO,3/8/2023,L,15,8,3,5,60,0,0,0,2,3,66.7,1,2,3,1,1,0,2,1,-5
