PLAYER,TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
LAYSHIA CLARENDON,LAS,LAS vs. NYL,1/8/2023,L,28,11,4,9,44.4,1,2,50,2,2,100,3,0,3,3,1,0,3,3,-6
LAYSHIA CLARENDON,LAS,LAS vs. NYL,07/30/2023,L,23,7,3,5,60,0,1,0,1,2,50,0,1,1,2,0,0,4,3,-19
LAYSHIA CLARENDON,LAS,LAS vs. IND,07/27/2023,W,24,9,3,6,50,1,2,50,2,2,100,2,2,4,2,0,0,1,2,11
LAYSHIA CLARENDON,LAS,LAS vs. IND,07/25/2023,W,35,6,3,7,42.9,0,2,0,0,0,0,0,0,0,2,1,0,2,4,8
LAYSHIA CLARENDON,LAS,LAS @ DAL,07/22/2023,L,32,6,1,5,20,0,0,0,4,4,100,1,2,3,5,1,0,2,2,-16
LAYSHIA CLARENDON,LAS,LAS @ MIN,07/20/2023,L,23,11,4,8,50,1,3,33.3,2,2,100,1,3,4,3,1,0,3,3,-11
LAYSHIA CLARENDON,LAS,LAS vs. CHI,9/6/2023,W,10,2,1,3,33.3,0,1,0,0,0,0,3,1,4,0,1,0,1,0,6
LAYSHIA CLARENDON,LAS,LAS @ SEA,6/6/2023,L,28,5,2,5,40,1,1,100,0,0,0,1,4,5,4,0,0,7,5,1
LAYSHIA CLARENDON,LAS,LAS vs. SEA,3/6/2023,W,29,16,5,8,62.5,1,1,100,5,6,83.3,1,0,1,6,3,0,0,4,0
LAYSHIA CLARENDON,LAS,LAS @ PHO,2/6/2023,W,38,11,4,6,66.7,0,1,0,3,3,100,1,3,4,2,1,0,0,0,2
LAYSHIA CLARENDON,LAS,LAS vs. LVA,05/25/2023,L,35,8,3,10,30,1,3,33.3,1,2,50,0,1,1,6,3,0,3,3,-5
LAYSHIA CLARENDON,LAS,LAS vs. PHO,05/19/2023,W,20,5,2,10,20,1,3,33.3,0,0,0,0,3,3,4,2,0,0,0,5
LEIGHA BROWN,CON,CON @ CHI,08/20/2023,W,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-7
LEIGHA BROWN,CON,CON vs. DAL,08/18/2023,L,1,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4
LEIGHA BROWN,CON,CON @ SEA,8/8/2023,W,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-7
LEIGHA BROWN,CON,CON @ IND,4/8/2023,W,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-2
LEIGHA BROWN,CON,CON @ ATL,07/22/2023,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4
LEIGHA BROWN,CON,CON vs. ATL,07/20/2023,W,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1
LEIGHA BROWN,CON,CON @ CHI,12/7/2023,W,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,-1
LEIGHA BROWN,CON,CON vs. WAS,9/7/2023,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3
LEIGHA BROWN,CON,CON vs. SEA,6/7/2023,W,17,2,1,2,50,0,1,0,0,0,0,0,3,3,1,2,0,2,1,-14
LEIGHA BROWN,CON,CON @ LVA,1/7/2023,L,7,5,2,3,66.7,0,1,0,1,1,100,0,2,2,0,1,0,0,0,4
LEIGHA BROWN,CON,CON vs. CHI,06/25/2023,W,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEIGHA BROWN,CON,CON @ MIN,06/22/2023,W,12,1,0,0,0,0,0,0,1,2,50,0,0,0,2,0,1,1,4,-3
LEIGHA BROWN,CON,CON @ ATL,11/6/2023,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LEIGHA BROWN,CON,CON vs. LVA,8/6/2023,W,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3
LEIGHA BROWN,CON,CON vs. LVA,6/6/2023,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
LEIGHA BROWN,CON,CON vs. IND,05/30/2023,W,3,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,-4
LEIGHA BROWN,CON,CON @ NYL,05/27/2023,L,7,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,2,-4
LEIGHA BROWN,CON,CON @ WAS,05/23/2023,W,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,-5
LEIGHA BROWN,CON,CON @ IND,05/19/2023,W,3,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,-7
LEXIE BROWN,LAS,LAS vs. IND,07/25/2023,W,24,2,1,3,33.3,0,2,0,0,0,0,0,0,0,0,0,0,0,2,-2
LEXIE BROWN,LAS,LAS @ DAL,07/22/2023,L,33,14,4,8,50,3,7,42.9,3,3,100,0,4,4,2,0,1,3,0,-16
LEXIE BROWN,LAS,LAS @ MIN,07/20/2023,L,20,13,5,9,55.6,3,6,50,0,0,0,0,3,3,1,0,0,2,0,3
LEXIE BROWN,LAS,LAS @ DAL,06/14/2023,W,33,5,2,7,28.6,1,3,33.3,0,1,0,0,4,4,4,1,0,2,2,18
LEXIE BROWN,LAS,LAS @ MIN,11/6/2023,L,35,21,7,10,70,4,7,57.1,3,3,100,0,1,1,4,1,1,1,1,-6
LEXIE BROWN,LAS,LAS vs. CHI,9/6/2023,W,34,7,3,11,27.3,0,4,0,1,2,50,0,0,0,4,1,0,3,0,16
LEXIE BROWN,LAS,LAS @ SEA,6/6/2023,L,34,15,5,10,50,3,5,60,2,2,100,0,0,0,2,2,0,0,4,-3
LEXIE BROWN,LAS,LAS vs. SEA,3/6/2023,W,37,14,5,14,35.7,4,10,40,0,0,0,0,2,2,1,1,0,1,0,5
LEXIE BROWN,LAS,LAS @ PHO,2/6/2023,W,36,26,11,16,68.8,3,7,42.9,1,1,100,0,3,3,0,1,0,1,1,8
LEXIE BROWN,LAS,LAS @ LVA,05/27/2023,L,25,3,1,7,14.3,1,5,20,0,0,0,0,1,1,4,0,0,3,0,-28
LEXIE BROWN,LAS,LAS vs. LVA,05/25/2023,L,31,15,6,9,66.7,2,4,50,1,1,100,1,2,3,5,3,0,0,0,-3
LEXIE BROWN,LAS,LAS vs. PHO,05/19/2023,W,22,14,4,7,57.1,3,5,60,3,3,100,1,3,4,2,1,1,0,4,12
LEXIE HULL,IND,IND vs. WAS,08/18/2023,L,14,2,1,3,33.3,0,0,0,0,0,0,0,1,1,1,0,1,0,1,-1
LEXIE HULL,IND,IND vs. NYL,08/13/2023,L,14,2,1,3,33.3,0,1,0,0,0,0,2,1,3,1,0,0,0,1,0
LEXIE HULL,IND,IND vs. MIN,10/8/2023,W,17,0,0,2,0,0,1,0,0,0,0,2,1,3,2,1,1,1,0,11
LEXIE HULL,IND,IND vs. LAS,8/8/2023,L,15,4,2,4,50,0,1,0,0,0,0,1,1,2,1,0,0,0,0,-12
LEXIE HULL,IND,IND @ ATL,6/8/2023,L,30,0,0,3,0,0,1,0,0,0,0,2,3,5,1,0,0,0,5,-6
LEXIE HULL,IND,IND vs. CON,4/8/2023,L,18,0,0,4,0,0,1,0,0,0,0,0,0,0,0,2,0,1,3,-8
LEXIE HULL,IND,IND vs. PHO,1/8/2023,W,31,3,1,3,33.3,0,2,0,1,2,50,1,3,4,1,1,0,1,3,-2
LEXIE HULL,IND,IND vs. SEA,07/30/2023,L,34,0,0,4,0,0,3,0,0,0,0,0,2,2,4,2,1,2,5,-13
LEXIE HULL,IND,IND @ LAS,07/27/2023,L,17,3,1,4,25,1,3,33.3,0,0,0,1,0,1,1,1,0,2,3,-6
LEXIE HULL,IND,IND @ LAS,07/25/2023,L,25,8,4,8,50,0,3,0,0,0,0,0,2,2,2,0,2,1,2,8
LEXIE HULL,IND,IND @ NYL,07/23/2023,L,25,7,3,6,50,1,1,100,0,0,0,1,0,1,0,2,0,2,6,-16
LEXIE HULL,IND,IND vs. DAL,9/7/2023,L,34,7,2,6,33.3,0,1,0,3,4,75,2,4,6,2,0,0,1,5,11
LEXIE HULL,IND,IND @ WAS,7/7/2023,L,37,20,7,11,63.6,3,6,50,3,3,100,3,3,6,3,2,0,1,6,0
LEXIE HULL,IND,IND @ MIN,5/7/2023,L,23,8,4,6,66.7,0,1,0,0,0,0,0,1,1,1,4,1,0,3,-8
LEXIE HULL,IND,IND vs. CHI,2/7/2023,L,13,0,0,2,0,0,1,0,0,0,0,0,2,2,0,2,0,0,2,0
LEXIE HULL,IND,IND @ PHO,06/29/2023,L,23,4,2,4,50,0,0,0,0,0,0,1,0,1,0,1,0,2,2,-12
LEXIE HULL,IND,IND @ LVA,06/26/2023,L,24,5,2,4,50,1,2,50,0,0,0,2,3,5,0,2,0,0,3,-3
LEXIE HULL,IND,IND @ LVA,06/24/2023,L,30,15,6,12,50,3,5,60,0,0,0,2,2,4,4,1,0,4,4,-10
LEXIE HULL,IND,IND @ SEA,06/22/2023,W,18,6,3,5,60,0,1,0,0,1,0,0,0,0,1,1,0,0,2,-1
LEXIE HULL,IND,IND vs. ATL,06/18/2023,L,17,2,1,5,20,0,2,0,0,0,0,1,1,2,0,1,0,1,2,-6
LEXIE HULL,IND,IND @ CHI,06/15/2023,W,10,2,1,2,50,0,1,0,0,0,0,1,0,1,0,0,0,1,2,-7
LEXIE HULL,IND,IND vs. WAS,06/13/2023,W,22,8,2,4,50,0,2,0,4,4,100,2,3,5,0,2,0,0,3,9
LEXIE HULL,IND,IND vs. PHO,11/6/2023,L,16,6,2,3,66.7,1,2,50,1,2,50,0,1,1,0,0,2,1,3,-8
LEXIE HULL,IND,IND @ MIN,9/6/2023,W,10,0,0,5,0,0,3,0,0,0,0,0,1,1,1,0,0,3,3,-4
LEXIE HULL,IND,IND @ CHI,6/6/2023,L,24,13,4,6,66.7,3,4,75,2,2,100,2,3,5,2,0,0,1,1,-8
LEXIE HULL,IND,IND vs. LVA,4/6/2023,L,11,2,1,3,33.3,0,2,0,0,0,0,0,3,3,1,1,0,0,4,1
LEXIE HULL,IND,IND @ CON,05/30/2023,L,20,6,3,8,37.5,0,2,0,0,0,0,3,2,5,1,3,0,2,5,-6
LEXIE HULL,IND,IND @ ATL,05/28/2023,W,21,0,0,4,0,0,2,0,0,0,0,2,1,3,1,0,0,2,3,1
LEXIE HULL,IND,IND @ NYL,05/21/2023,L,22,3,1,10,10,0,5,0,1,2,50,4,2,6,1,1,1,1,1,-22
LEXIE HULL,IND,IND vs. CON,05/19/2023,L,4,2,0,1,0,0,1,0,2,2,100,0,1,1,0,0,0,0,1,1
LI MENG,WAS,WAS vs. CON,08/22/2023,L,12,4,1,5,20,1,5,20,1,2,50,0,1,1,3,0,0,4,1,9
LI MENG,WAS,WAS vs. DAL,08/20/2023,L,14,5,2,5,40,1,4,25,0,0,0,0,0,0,0,1,0,0,0,2
LI MENG,WAS,WAS @ IND,08/18/2023,W,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3
LI MENG,WAS,WAS vs. CHI,08/13/2023,W,18,3,1,3,33.3,0,1,0,1,1,100,0,1,1,1,0,0,1,0,2
LI MENG,WAS,WAS @ LVA,11/8/2023,L,26,6,2,9,22.2,2,6,33.3,0,0,0,0,0,0,5,0,0,1,1,-23
LI MENG,WAS,WAS @ PHO,8/8/2023,L,19,6,2,7,28.6,2,4,50,0,0,0,0,2,2,1,0,0,1,1,-4
LI MENG,WAS,WAS vs. LAS,6/8/2023,L,18,9,2,6,33.3,2,5,40,3,4,75,0,1,1,0,0,0,2,0,-17
LI MENG,WAS,WAS vs. LAS,4/8/2023,W,19,10,4,8,50,1,3,33.3,1,1,100,0,1,1,2,0,0,1,3,8
LI MENG,WAS,WAS @ ATL,07/30/2023,L,19,2,0,4,0,0,3,0,2,3,66.7,1,1,2,1,0,0,2,1,-6
LI MENG,WAS,WAS @ DAL,07/28/2023,L,24,6,2,7,28.6,2,6,33.3,0,0,0,0,2,2,1,0,0,1,1,-19
LI MENG,WAS,WAS @ MIN,07/26/2023,L,20,8,3,6,50,2,3,66.7,0,0,0,0,1,1,0,1,0,2,0,-9
LI MENG,WAS,WAS vs. PHO,07/23/2023,W,18,7,3,7,42.9,1,4,25,0,0,0,0,1,1,1,1,0,2,1,10
LI MENG,WAS,WAS vs. NYL,07/21/2023,L,18,3,1,7,14.3,1,6,16.7,0,0,0,0,2,2,2,0,0,0,2,1
LI MENG,WAS,WAS vs. IND,07/19/2023,L,18,8,3,6,50,2,4,50,0,0,0,0,2,2,1,0,0,0,0,0
LI MENG,WAS,WAS vs. SEA,11/7/2023,W,24,9,3,7,42.9,1,5,20,2,3,66.7,1,1,2,2,1,0,0,1,8
LI MENG,WAS,WAS @ CON,9/7/2023,L,16,3,1,3,33.3,1,3,33.3,0,0,0,0,2,2,1,0,0,2,3,-1
LI MENG,WAS,WAS vs. IND,7/7/2023,W,24,9,2,5,40,2,5,40,3,3,100,0,0,0,0,1,0,1,0,14
LI MENG,WAS,WAS vs. CHI,06/18/2023,W,19,6,2,6,33.3,2,5,40,0,0,0,0,2,2,2,1,0,0,1,7
LI MENG,WAS,WAS vs. PHO,06/16/2023,W,27,14,5,12,41.7,4,9,44.4,0,0,0,1,1,2,0,0,0,2,3,13
LI MENG,WAS,WAS @ IND,06/13/2023,L,18,6,2,7,28.6,2,7,28.6,0,0,0,0,2,2,1,0,0,0,1,-18
LI MENG,WAS,WAS @ SEA,11/6/2023,W,13,4,1,2,50,0,1,0,2,2,100,1,2,3,2,1,0,1,2,20
LI MENG,WAS,WAS @ SEA,9/6/2023,W,12,5,2,2,100,1,1,100,0,0,0,1,2,3,1,0,0,0,2,2
LI MENG,WAS,WAS vs. MIN,3/6/2023,L,9,3,1,4,25,1,3,33.3,0,0,0,0,0,0,0,0,0,0,2,-10
LI MENG,WAS,WAS vs. DAL,2/6/2023,W,9,5,1,2,50,1,1,100,2,2,100,1,0,1,0,0,0,0,1,7
LI MENG,WAS,WAS @ CHI,05/26/2023,W,3,3,1,1,100,1,1,100,0,0,0,0,0,0,0,0,0,1,1,5
LI MENG,WAS,WAS vs. CON,05/23/2023,L,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
LI MENG,WAS,WAS vs. NYL,05/19/2023,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINDSAY ALLEN,MIN,MIN @ IND,10/8/2023,L,21,0,0,2,0,0,1,0,0,0,0,0,3,3,5,0,0,0,4,-4
LINDSAY ALLEN,MIN,MIN @ CHI,8/8/2023,W,33,6,2,4,50,0,0,0,2,2,100,0,1,1,5,1,0,2,2,8
LINDSAY ALLEN,MIN,MIN vs. NYL,4/8/2023,L,35,9,3,8,37.5,0,2,0,3,3,100,1,2,3,10,1,0,2,2,-2
LINDSAY ALLEN,MIN,MIN @ CON,1/8/2023,L,29,16,7,9,77.8,1,1,100,1,1,100,0,1,1,3,1,0,1,4,-5
LINDSAY ALLEN,MIN,MIN @ CON,07/30/2023,W,32,16,6,8,75,0,2,0,4,6,66.7,0,2,2,6,2,0,3,4,1
LINDSAY ALLEN,MIN,MIN @ NYL,07/28/2023,W,29,7,2,5,40,1,1,100,2,4,50,2,2,4,4,0,0,0,2,-8
LINDSAY ALLEN,MIN,MIN vs. WAS,07/26/2023,W,25,5,2,5,40,0,1,0,1,1,100,0,1,1,4,1,0,2,2,10
LINDSAY ALLEN,MIN,MIN vs. LVA,07/22/2023,L,26,4,2,5,40,0,0,0,0,0,0,0,2,2,4,0,1,1,2,-14
LINDSAY ALLEN,MIN,MIN vs. LAS,07/20/2023,W,32,6,2,7,28.6,0,2,0,2,2,100,0,3,3,3,0,0,2,3,-1
LINDSAY ALLEN,MIN,MIN @ ATL,07/18/2023,L,36,3,0,5,0,0,2,0,3,4,75,1,5,6,5,0,0,1,0,-2
LINDSAY ALLEN,MIN,MIN vs. DAL,12/7/2023,L,19,2,1,5,20,0,0,0,0,0,0,3,2,5,6,1,0,2,0,-13
LINDSAY ALLEN,MIN,MIN vs. LVA,9/7/2023,L,24,10,4,5,80,0,0,0,2,2,100,0,0,0,5,1,1,2,0,-26
LINDSAY ALLEN,MIN,MIN vs. PHO,7/7/2023,W,31,9,4,9,44.4,0,1,0,1,1,100,3,2,5,4,1,1,2,1,13
LINDSAY ALLEN,MIN,MIN vs. IND,5/7/2023,W,33,16,3,5,60,1,1,100,9,10,90,0,2,2,6,2,0,5,2,10
LINDSAY ALLEN,MIN,MIN @ PHO,1/7/2023,W,29,8,4,10,40,0,1,0,0,0,0,0,1,1,8,2,0,1,2,-13
LINDSAY ALLEN,MIN,MIN @ SEA,06/29/2023,W,30,5,2,4,50,0,1,0,1,1,100,1,0,1,6,0,0,0,5,16
LINDSAY ALLEN,MIN,MIN vs. SEA,06/27/2023,W,34,11,5,7,71.4,0,1,0,1,1,100,1,3,4,9,0,0,0,3,-1
LINDSAY ALLEN,MIN,MIN vs. CON,06/22/2023,L,28,8,3,11,27.3,0,2,0,2,2,100,1,2,3,7,0,0,0,5,-1
LINDSAY ALLEN,MIN,MIN @ LAS,06/20/2023,W,27,5,2,9,22.2,0,4,0,1,1,100,2,1,3,8,1,0,1,1,4
LINDSAY ALLEN,MIN,MIN @ LVA,06/18/2023,L,23,8,4,11,36.4,0,1,0,0,0,0,1,5,6,1,0,0,1,2,-16
LINDSAY ALLEN,MIN,MIN @ LAS,06/16/2023,W,10,3,1,4,25,1,1,100,0,0,0,0,2,2,2,1,0,0,2,7
LINDSAY ALLEN,MIN,MIN vs. LAS,11/6/2023,W,14,2,1,4,25,0,2,0,0,0,0,0,0,0,3,0,0,1,0,-3
LINDSAY ALLEN,MIN,MIN vs. IND,9/6/2023,L,12,0,0,4,0,0,0,0,0,0,0,0,2,2,4,0,0,0,1,1
LINDSAY ALLEN,MIN,MIN @ WAS,3/6/2023,W,15,6,2,4,50,1,2,50,1,2,50,0,3,3,3,1,0,0,1,9
LINDSAY ALLEN,MIN,MIN vs. CON,1/6/2023,L,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
LINDSAY ALLEN,MIN,MIN @ DAL,05/30/2023,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINDSAY ALLEN,MIN,MIN @ LVA,05/28/2023,L,14,0,0,2,0,0,0,0,0,2,0,0,1,1,2,0,0,3,1,-8
LINDSAY ALLEN,MIN,MIN @ PHO,05/25/2023,L,24,6,2,6,33.3,1,3,33.3,1,2,50,1,3,4,3,1,0,2,5,-2
LINDSAY ALLEN,MIN,MIN vs. ATL,05/23/2023,L,31,8,1,5,20,1,2,50,5,6,83.3,0,3,3,3,0,0,2,4,2
LINNAE HARPER,WAS,WAS @ LVA,11/8/2023,L,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-7
LINNAE HARPER,WAS,WAS @ PHO,8/8/2023,L,3,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,-3
LINNAE HARPER,WAS,WAS vs. LAS,6/8/2023,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINNAE HARPER,WAS,WAS @ ATL,07/30/2023,L,3,3,1,1,100,1,1,100,0,0,0,0,0,0,0,0,0,1,1,-7
LINNAE HARPER,WAS,WAS @ DAL,07/28/2023,L,5,0,0,3,0,0,1,0,0,0,0,1,0,1,3,1,0,0,0,1
LINNAE HARPER,WAS,WAS @ MIN,07/26/2023,L,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3
LINNAE HARPER,WAS,WAS vs. PHO,07/23/2023,W,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1
LINNAE HARPER,WAS,WAS vs. NYL,07/21/2023,L,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5
LINNAE HARPER,WAS,WAS vs. IND,07/19/2023,L,10,6,2,4,50,2,2,100,0,0,0,0,2,2,0,0,0,1,2,-8
LINNAE HARPER,WAS,WAS vs. SEA,11/7/2023,W,8,3,1,3,33.3,1,2,50,0,0,0,0,1,1,0,0,0,1,1,-8
LINNAE HARPER,WAS,WAS @ CON,9/7/2023,L,13,4,2,2,100,0,0,0,0,0,0,1,1,2,0,0,0,0,1,-3
LINNAE HARPER,WAS,WAS vs. IND,7/7/2023,W,10,4,2,3,66.7,0,1,0,0,0,0,0,1,1,0,0,0,0,1,6
LINNAE HARPER,WAS,WAS @ DAL,2/7/2023,L,9,0,0,3,0,0,2,0,0,0,0,0,0,0,1,1,0,0,2,-2
LINNAE HARPER,WAS,WAS @ ATL,06/30/2023,L,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2
LIZ DIXON,PHO,PHO vs. IND,08/20/2023,L,9,2,1,1,100,0,0,0,0,0,0,0,2,2,0,0,0,2,2,-2
LIZ DIXON,PHO,PHO vs. NYL,08/18/2023,L,13,6,2,3,66.7,0,0,0,2,2,100,2,1,3,0,0,1,0,0,-15
LIZ DIXON,PHO,PHO vs. ATL,3/8/2023,W,7,2,1,2,50,0,0,0,0,0,0,3,1,4,2,0,0,0,0,-3
LIZ DIXON,PHO,PHO @ IND,1/8/2023,L,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-4
LIZ DIXON,PHO,PHO @ CHI,07/30/2023,L,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-2
LIZ DIXON,PHO,PHO @ ATL,07/25/2023,L,3,1,0,1,0,0,0,0,1,2,50,1,0,1,0,0,0,0,1,6
LIZ DIXON,PHO,PHO @ WAS,07/23/2023,L,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIZ DIXON,PHO,PHO vs. CHI,07/20/2023,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
LIZ DIXON,CON,CON vs. SEA,6/7/2023,W,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-19
LIZ DIXON,CON,CON @ LVA,1/7/2023,L,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,7
LIZ DIXON,CON,CON vs. CHI,06/25/2023,W,2,2,1,2,50,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
LIZ DIXON,CON,CON @ MIN,06/22/2023,W,4,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3
LIZ DIXON,PHO,PHO @ LAS,05/19/2023,L,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
LORELA CUBAJ,ATL,ATL vs. LVA,2/6/2023,L,10,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,4,5
LORELA CUBAJ,ATL,ATL vs. CHI,05/30/2023,W,5,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,-1
LORELA CUBAJ,ATL,ATL @ DAL,05/20/2023,L,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,8
MADDY SIEGRIST,DAL,DAL @ MIN,08/22/2023,L,5,2,1,1,100,0,0,0,0,0,0,2,0,2,0,0,0,0,0,-2
MADDY SIEGRIST,DAL,DAL @ WAS,08/20/2023,W,11,11,5,7,71.4,0,0,0,1,1,100,2,0,2,0,0,0,0,0,-1
MADDY SIEGRIST,DAL,DAL @ CON,08/18/2023,W,6,5,2,2,100,0,0,0,1,1,100,0,3,3,0,0,1,0,1,-3
MADDY SIEGRIST,DAL,DAL vs. CON,12/8/2023,W,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
MADDY SIEGRIST,DAL,DAL vs. LVA,8/8/2023,L,20,9,3,6,50,1,2,50,2,2,100,0,3,3,1,0,0,1,2,4
MADDY SIEGRIST,DAL,DAL vs. CHI,6/8/2023,L,10,6,2,6,33.3,0,1,0,2,2,100,5,0,5,1,2,1,1,0,6
MADDY SIEGRIST,DAL,DAL vs. CHI,4/8/2023,L,17,10,5,6,83.3,0,0,0,0,0,0,1,2,3,0,1,0,1,0,-10
MADDY SIEGRIST,DAL,DAL @ SEA,2/8/2023,W,13,7,3,4,75,1,1,100,0,0,0,1,1,2,0,0,0,0,1,-4
MADDY SIEGRIST,DAL,DAL @ LVA,07/30/2023,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3
MADDY SIEGRIST,DAL,DAL vs. WAS,07/28/2023,W,11,10,4,7,57.1,0,0,0,2,2,100,1,0,1,0,0,0,1,1,11
MADDY SIEGRIST,DAL,DAL vs. LAS,07/22/2023,W,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3
MADDY SIEGRIST,DAL,DAL @ NYL,07/19/2023,W,7,6,2,5,40,0,0,0,2,2,100,2,0,2,0,0,0,0,2,-8
MADDY SIEGRIST,DAL,DAL @ MIN,12/7/2023,W,9,4,1,3,33.3,0,2,0,2,2,100,1,1,2,1,0,1,0,2,5
MADDY SIEGRIST,DAL,DAL @ IND,9/7/2023,W,6,4,1,1,100,0,0,0,2,2,100,0,1,1,0,0,0,0,0,-3
MADDY SIEGRIST,DAL,DAL vs. LVA,7/7/2023,W,8,2,1,3,33.3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5
MADDY SIEGRIST,DAL,DAL @ LVA,5/7/2023,L,5,2,1,1,100,0,0,0,0,0,0,1,0,1,0,0,0,0,1,-2
MADDY SIEGRIST,DAL,DAL vs. WAS,2/7/2023,W,5,2,1,2,50,0,0,0,0,0,0,1,0,1,0,0,0,0,1,-6
MADDY SIEGRIST,DAL,DAL @ PHO,06/27/2023,W,12,2,1,3,33.3,0,0,0,0,0,0,1,1,2,0,1,0,1,1,-2
MADDY SIEGRIST,DAL,DAL @ LAS,06/25/2023,L,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
MADDY SIEGRIST,DAL,DAL @ LAS,06/23/2023,L,3,2,1,3,33.3,0,1,0,0,0,0,1,1,2,0,1,0,0,1,-5
MADDY SIEGRIST,DAL,DAL vs. ATL,06/20/2023,W,9,4,1,2,50,0,1,0,2,3,66.7,1,0,1,0,0,0,0,1,-3
MADDY SIEGRIST,DAL,DAL vs. SEA,06/17/2023,L,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
MADDY SIEGRIST,DAL,DAL vs. LAS,06/14/2023,L,7,0,0,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,3
MADDY SIEGRIST,DAL,DAL @ NYL,11/6/2023,L,20,6,3,7,42.9,0,1,0,0,0,0,3,3,6,0,0,0,0,1,0
MADDY SIEGRIST,DAL,DAL vs. PHO,9/6/2023,W,10,4,2,5,40,0,1,0,0,0,0,1,0,1,0,0,1,0,0,-3
MADDY SIEGRIST,DAL,DAL vs. PHO,7/6/2023,W,19,14,6,9,66.7,0,0,0,2,2,100,5,3,8,0,0,0,1,0,19
MADDY SIEGRIST,DAL,DAL @ CON,4/6/2023,L,10,2,0,3,0,0,0,0,2,2,100,1,0,1,0,0,0,0,3,-2
MADDY SIEGRIST,DAL,DAL @ WAS,2/6/2023,L,10,4,2,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9
MADDY SIEGRIST,DAL,DAL vs. MIN,05/30/2023,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MADDY SIEGRIST,DAL,DAL @ CHI,05/28/2023,L,7,6,2,2,100,2,2,100,0,0,0,1,0,1,0,2,0,1,1,-5
