Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Alysha Clark,SEA,F,31,813,31,30,26.2,2.7,5.6,0.48,0.9,2.4,0.392,1.7,3.2,0.545,1.1,1.3,0.846,1,3.5,1.9,1,0.1,1.2,2.3,7.4
Natasha Cloud,WAS,G,27,715,27,22,26.5,3.3,7.6,0.436,1.2,3.1,0.386,2.1,4.5,0.471,0.8,1,0.778,0.2,3.2,4.6,0.7,0.1,1.7,2,8.6
Alaina Coates,CHI,C,32,364,32,0,11.4,1.3,2.3,0.568,0,0,,1.3,2.3,0.568,0.8,1.3,0.625,1.2,3.2,0.4,0.2,0.2,0.5,1.8,3.4
Nia Coffey,LVA,F,28,386,28,10,13.8,1.9,4.9,0.38,0.1,0.2,0.4,1.8,4.7,0.379,1.5,2.4,0.618,0.8,2.4,0.6,0.3,0.2,1.4,1.7,5.3
Marissa Coleman,NYL,G-F,21,384,21,18,18.3,1.9,5.5,0.348,0.6,2,0.279,1.3,3.4,0.389,0.3,0.3,1,0.6,2.4,1,0.5,0.2,0.6,1,4.7
Sydney Colson,MIN,G,2,17,2,0,8.5,1.5,3.5,0.429,0,1,0,1.5,2.5,0.6,0.5,1,0.5,0.5,1,2,0,0.5,2,1,3.5
Kahleah Copper,CHI,G-F,33,524,33,2,15.9,2.5,6.2,0.397,0.7,1.9,0.375,1.7,4.2,0.407,1.5,1.7,0.875,0.5,2.2,0.6,0.3,0.2,1,1.4,7.1
Monique Currie,WAS,F,32,508,32,9,15.9,2.1,5.4,0.395,0.5,1.8,0.293,1.6,3.6,0.447,1.8,2.2,0.831,0.6,3,0.8,0.4,0.2,1.2,2.3,6.6
Damiris Dantas,ATL,F,19,255,19,0,13.4,2.2,5.1,0.433,0.3,1.1,0.238,1.9,4,0.487,0.7,0.9,0.722,0.9,2.4,0.8,0.4,0,0.5,1.7,5.4
Kaela Davis,DAL,F,27,453,27,6,16.8,1.9,5.3,0.347,0.4,1.5,0.244,1.5,3.8,0.388,0.9,1.4,0.641,0.5,2,1.4,0.3,0,1.3,2.1,5
Elena Delle Donne,WAS,F-G,29,933,29,29,32.2,7.6,15.6,0.488,1.7,4.2,0.405,5.9,11.4,0.518,3.8,4.3,0.887,1.5,7.2,2.3,0.9,1.4,0.9,1.7,20.7
Diamond DeShields,CHI,G,34,967,34,33,28.4,4.9,11.5,0.425,1.2,3.6,0.328,3.7,7.9,0.468,3.4,4.1,0.836,1.1,4.9,2.2,1.1,0.3,2.1,2.2,14.4
Blake Dietrick,ATL,G,26,186,26,0,7.2,0.5,1.3,0.343,0.3,0.9,0.391,0.1,0.5,0.25,0.2,0.2,0.667,0.1,0.5,0.4,0.3,0,0.5,0.8,1.4
Skylar Diggins-Smith,DAL,G,32,1092,32,32,34.1,5.8,14.4,0.403,1.6,5.4,0.297,4.2,9,0.467,4.7,5.6,0.839,0.7,3.3,6.2,1.4,0.5,2.5,2.3,17.9
Stefanie Dolson,CHI,C,27,745,27,25,27.6,4,8.5,0.467,0.7,1.9,0.346,3.3,6.6,0.503,1.1,1.2,0.938,0.7,4.6,3,0.6,0.9,1.8,3,9.7
Candice Dupree,IND,F,32,1006,32,32,31.4,6.2,12.7,0.488,0,0,0,6.2,12.7,0.489,1.8,2.3,0.819,1.2,6.4,1.7,0.9,0.3,1.6,1.7,14.2
Adaora Elonu,ATL,F,1,1,1,0,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0
Temi Fagbenle,MIN,C,30,283,30,2,9.4,1.3,2.6,0.506,0,0,,1.3,2.6,0.506,0.5,0.8,0.696,0.9,2,0.6,0.3,0.3,0.7,1.2,3.1
Jamierra Faulkner,CHI,G,17,360,17,0,21.2,2.7,7.9,0.343,1.1,3.7,0.302,1.6,4.2,0.38,1.1,1.4,0.75,0.3,1.4,3.9,0.5,0.1,2.1,1.6,7.6
Sylvia Fowles,MIN,C,34,1087,34,34,32,7,11.3,0.619,0,0,,7,11.3,0.619,3.8,5,0.757,3.6,11.9,2.2,1.4,1.2,3,3,17.7
Cayla George,DAL,C,23,245,23,1,10.7,1.5,3.4,0.436,0.5,1.7,0.308,1,1.7,0.564,0.1,0.3,0.5,0.7,2.8,0.7,0.1,0.2,0.6,1.3,3.6
Allisha Gray,DAL,G,34,907,34,34,26.7,2.9,7.3,0.403,0.9,3.3,0.27,2.1,4,0.511,2.4,2.8,0.863,1.2,3.4,2.4,1.3,0.2,1.4,2.2,9.2
Chelsea Gray,LAS,G,34,1111,34,34,32.7,5.7,11.7,0.484,1.1,2.9,0.392,4.6,8.9,0.513,2.4,2.9,0.835,0.5,3.4,5.1,1.4,0.2,2.4,1.9,14.9
Brittney Griner,PHO,C,34,1108,34,34,32.6,7.8,14.4,0.544,0,0.1,0.25,7.8,14.3,0.546,4.8,6,0.8,1.9,7.7,2.1,0.5,2.6,2.4,3.2,20.5
Marie Gulich,PHO,C,23,115,23,0,5,0.6,1.3,0.483,0,0,,0.6,1.3,0.483,0.3,0.3,0.75,0.4,1,0.1,0,0.3,0.6,0.8,1.5
Jazmon Gwathmey,IND,G,10,116,10,3,11.6,0.9,3.9,0.231,0.1,1.1,0.091,0.8,2.8,0.286,0.5,1,0.5,0.2,1.7,0.9,0.3,0.2,0.7,1.4,2.4
Dearica Hamby,LVA,F,33,474,33,0,14.4,2.8,5.3,0.526,0.4,1.4,0.289,2.4,3.9,0.608,1.4,1.9,0.742,1.1,3.6,1.2,0.7,0.3,1.1,2,7.4
Linnae Harper,CHI,G,24,146,24,0,6.1,0.8,2,0.404,0.2,0.5,0.308,0.6,1.4,0.441,0.3,0.4,0.6,0.2,0.8,1,0.2,0,0.4,0.6,2
Amber Harris,CHI,F,1,2,1,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0
Bria Hartley,NYL,G,34,806,34,20,23.7,3,7.8,0.389,1.1,3.4,0.308,2,4.4,0.453,1.4,1.9,0.708,0.7,2.9,3.6,0.9,0.1,2,2.2,8.5
Tianna Hawkins,WAS,F,32,532,32,4,16.6,2.5,5.7,0.443,0.8,2.2,0.357,1.8,3.5,0.496,0.4,0.5,0.824,1.1,3.5,0.8,0.5,0.4,1.1,2.5,6.3
Tiffany Hayes,ATL,G,31,897,31,29,28.9,5.7,12.9,0.441,1.4,4.2,0.321,4.4,8.7,0.5,4.5,5.5,0.817,0.9,3.6,2.7,1.2,0.2,1.6,2.1,17.2
Myisha Hines-Allen,WAS,F,24,252,24,1,10.5,1.5,3.3,0.45,0,0.1,0.333,1.5,3.2,0.455,0.7,1.1,0.654,1.2,2.9,0.4,0.4,0.2,0.4,1.5,3.8
Sequoia Holmes,LVA,G,3,20,3,0,6.7,0.7,1,0.667,0,0,,0.7,1,0.667,0,0.3,0,0.3,0.7,0.7,0.3,0.7,0.7,0.3,1.3
Chelsea Hopkins,CHI,G,4,58,4,4,14.5,0.8,1.5,0.5,0,0,,0.8,1.5,0.5,0.3,0.3,1,0,3.3,2,0.5,0,1.8,0.5,1.8
Natasha Howard,SEA,F,34,869,34,33,25.6,5.1,9.4,0.547,0.5,1.5,0.327,4.6,7.9,0.59,2.4,3.1,0.798,2.4,6.4,1,1.3,2,1.9,3.7,13.2
Briann January,PHO,G,33,895,33,33,27.1,2.3,5.5,0.423,1.4,3,0.47,0.9,2.5,0.366,0.9,1.1,0.806,0.4,2.1,3.3,0.6,0.1,1.4,2.3,7
Moriah Jefferson,LVA,G,16,251,16,0,15.7,2.1,5.4,0.379,0.2,0.9,0.2,1.9,4.5,0.417,1.1,1.3,0.81,0.3,1.3,2.1,0.6,0,1,1.3,5.4
Glory Johnson,DAL,F,29,652,29,17,22.5,2.9,7,0.417,0.6,1.9,0.315,2.3,5.2,0.453,1.6,2,0.78,1.6,6,1.3,1,0.5,1.3,2.1,8
Alexis Jones,MIN,G,26,229,26,0,8.8,1.2,3.5,0.352,0.6,1.9,0.32,0.6,1.6,0.39,0.2,0.3,0.75,0.2,0.9,0.7,0.1,0.1,0.7,1,3.3
Brionna Jones,CON,F,27,242,27,0,9,1.1,2.4,0.469,0,0,,1.1,2.4,0.469,0.9,1.2,0.727,0.9,2,0.2,0.2,0.2,0.6,1.4,3.1
Jonquel Jones,CON,F,34,697,34,16,20.5,4.4,8,0.55,1.5,3.1,0.467,2.9,4.8,0.604,1.6,2.3,0.671,2.1,5.5,1.7,0.4,1.2,1.6,2.9,11.8
Lynetta Kizer,MIN,F,14,78,14,0,5.6,0.6,2.4,0.242,0,0.2,0,0.6,2.1,0.267,0.4,0.7,0.6,0.4,1.5,0.6,0.1,0,0.4,1.1,1.6
Betnijah Laney,CON,G-F,29,271,29,0,9.3,1.1,2.4,0.471,0,0.3,0.111,1.1,2.1,0.525,0.3,0.4,0.909,0.7,1.7,0.7,0.4,0,0.6,0.7,2.7
Crystal Langhorne,SEA,F-C,26,362,26,1,13.9,2,4,0.5,0,0.2,0,2,3.8,0.52,0.6,0.7,0.889,0.7,3,0.3,0.3,0.2,0.9,0.8,4.6
Erlana Larkins,MIN,F,13,168,13,0,12.9,0.9,2.1,0.444,0,0,,0.9,2.1,0.444,0.2,0.2,1,1,2.7,1.3,0.7,0.2,0.7,1.6,2.1
Jantel Lavender,LAS,F,30,511,30,7,17,2.3,5.3,0.428,0.1,0.5,0.188,2.2,4.8,0.455,0.6,0.7,0.9,1.1,3.7,0.7,0.4,0.2,1,1.4,5.2
Breanna Lewis,DAL,C,6,26,6,0,4.3,0.5,1.7,0.3,0,0,,0.5,1.7,0.3,0.2,0.2,1,0.5,1.2,0,0,0.2,0.5,1,1.2
Camille Little,PHO,F,33,536,33,7,16.2,1,3,0.33,0.2,0.9,0.258,0.8,2.1,0.362,0.7,0.9,0.774,0.5,1.8,1.2,0.5,0.3,0.9,2.2,3
Raigyne Louis,LVA,G,2,21,2,0,10.5,1,2.5,0.4,0,0.5,0,1,2,0.5,1,1.5,0.667,0.5,2,0.5,0.5,0,2,1,3
Jewell Loyd,SEA,G,34,1010,34,34,29.7,5.4,12.6,0.423,2,5.3,0.37,3.4,7.3,0.462,2.9,3.4,0.851,1.2,4.6,3.7,1.3,0.1,1.9,1.8,15.5
Sancho Lyttle,PHO,F,18,419,18,18,23.3,3.4,6.3,0.54,0,0.1,0,3.4,6.2,0.545,1.2,1.3,0.875,1.4,5.3,1.4,0.9,0.4,0.9,2.3,7.9
Stephanie Mavunga,IND,F,25,194,25,0,7.8,0.8,1.8,0.477,0,0,0,0.8,1.7,0.488,0.5,0.6,0.8,1,2.2,0.2,0.3,0.2,0.4,1.4,2.2
Kayla McBride,LVA,G,31,1000,31,31,32.3,6.4,14.2,0.449,1.5,3.9,0.393,4.8,10.2,0.47,3.9,4.3,0.917,0.8,3.9,3.5,1.1,0.1,2,1.1,18.2
Erica McCall,IND,F,34,418,34,2,12.3,1.2,3.2,0.385,0,0.2,0.125,1.2,3,0.406,0.4,0.6,0.684,1.4,2.7,0.4,0.4,0.5,0.4,1.6,2.9
Angel McCoughtry,ATL,F-G,29,799,29,28,27.6,5.9,14,0.42,0.7,2.6,0.276,5.1,11.3,0.453,4,4.8,0.836,1.6,6,3,1.3,0.6,2.6,2.6,16.5
Kelsey Mitchell,IND,G,34,829,34,17,24.4,4.2,12.1,0.346,2.1,6.1,0.335,2.1,5.9,0.358,2.3,2.9,0.804,0.3,1.8,2.7,0.7,0.1,1.9,2.4,12.7
Leilani Mitchell,PHO,G,31,461,31,0,14.9,1.5,4.2,0.351,1,2.9,0.341,0.5,1.3,0.375,0.4,0.5,0.857,0.3,1.4,2.3,0.5,0.2,1.2,1.3,4.4
Tiffany Mitchell,IND,G,34,871,34,20,25.6,3.2,8.6,0.371,0.5,1.8,0.267,2.7,6.8,0.398,2.2,2.7,0.835,0.7,3.1,2.3,0.9,0.2,1.4,1.7,9.1
Endy Miyem,MIN,F,20,101,20,1,5.1,0.6,1.9,0.324,0.1,0.5,0.2,0.5,1.4,0.37,0.1,0.1,1,0.3,0.6,0.3,0.1,0.1,0.2,0.7,1.4
Alex Montgomery,CHI,G-F,19,122,19,0,6.4,0.3,1,0.263,0.1,0.2,0.333,0.2,0.8,0.25,0.2,0.2,1,0.3,0.9,0.5,0.1,0.1,0.3,0.7,0.8
Renee Montgomery,ATL,G,34,935,34,34,27.5,3.1,8.1,0.389,2.3,6.2,0.371,0.9,1.9,0.446,1.7,2,0.881,0.1,1.7,3.7,1.3,0.1,1.6,1.7,10.3
Maya Moore,MIN,F,34,1081,34,34,31.8,6.6,15.5,0.423,1.9,5.3,0.365,4.6,10.2,0.454,2.9,3.5,0.833,1.4,5.1,2.6,1.7,0.4,1.8,1.8,18
Kaleena Mosqueda-Lewis,SEA,F,33,442,33,4,13.4,1.8,4.5,0.412,1,2.5,0.42,0.8,2,0.403,0.3,0.4,0.917,0.2,1.5,0.8,0.1,0,0.7,1.2,5.1
Jaime Nared,LVA,G-F,31,283,31,0,9.1,0.8,2.6,0.3,0.2,1,0.226,0.5,1.6,0.347,0.8,0.9,0.857,0.3,1.5,0.5,0.4,0.1,0.5,0.8,2.5
Astou Ndour,CHI,C-F,22,255,22,9,11.6,1.7,3.5,0.474,0.3,1,0.318,1.4,2.5,0.536,0.9,1.2,0.769,1,2.5,0.3,0.2,0.5,0.5,1.5,4.6
Kia Nurse,NYL,G,34,774,34,7,22.8,3,7.5,0.402,1.1,3.7,0.294,1.9,3.8,0.508,2,2.3,0.87,0.7,2.4,1.6,0.7,0.1,0.9,2.1,9.1
Chiney Ogwumike,CON,F-C,31,790,31,31,25.5,5.7,9.4,0.603,0,0.1,0.5,5.6,9.4,0.603,3,3.8,0.797,2.7,7.3,1,1.1,0.6,1.6,3.4,14.4
Nneka Ogwumike,LAS,F,27,831,27,27,30.8,6.3,11.9,0.525,0.3,1,0.346,5.9,11,0.541,2.6,3.2,0.816,1.8,6.8,2,1.6,0.4,1.5,2.9,15.5
Courtney Paris,SEA,C,34,360,34,0,10.6,0.9,1.8,0.533,0,0,0,0.9,1.7,0.542,0.3,0.5,0.529,1.1,3.9,0.6,0.2,0.3,0.4,1.6,2.1
Candace Parker,LAS,F-C,31,949,31,30,30.6,6.4,13.5,0.471,1.3,3.8,0.345,5.1,9.7,0.522,3.8,4.7,0.808,1.6,8.2,4.7,1.2,1.1,3,2.1,17.9
Cheyenne Parker,CHI,F,34,670,34,5,19.7,3.8,7.1,0.531,0.2,0.6,0.316,3.6,6.5,0.55,2.3,3.2,0.713,1.8,5.8,0.7,0.6,1.1,1.4,2.8,10
JiSu Park,LVA,C,32,417,32,11,13,1.2,3.1,0.388,0,0.1,0,1.2,3,0.396,0.4,0.7,0.619,0.8,3.3,0.9,0.3,0.6,0.7,1.7,2.8
Devereaux Peters,PHO,F,5,38,5,0,7.6,0.8,2.4,0.333,0,0.4,0,0.8,2,0.4,0,0,,0.4,1.6,0.4,0,0,0.4,1,1.6
Theresa Plaisance,DAL,F,7,81,7,0,11.6,2,5.1,0.389,1.3,2.7,0.474,0.7,2.4,0.294,0,0.3,0,1.4,3.7,0.7,0.3,0.3,1.1,1.9,5.3
Kelsey Plum,LVA,G,31,790,31,27,25.5,3.4,7.3,0.467,1.5,3.5,0.439,1.9,3.9,0.492,1.1,1.3,0.875,0.5,2.4,4,0.8,0.2,1.2,2.1,9.5
Alexis Prince,ATL,F,2,6,2,0,3,1.5,2.5,0.6,0.5,0.5,1,1,2,0.5,0,0,,0.5,1,0,0,0,0,0.5,3.5
Epiphanny Prince,NYL,G,16,305,16,12,19.1,3,7.6,0.393,1.1,2.7,0.419,1.9,4.9,0.38,1.3,1.5,0.875,0.4,1.6,1.7,0.9,0,1.1,1.9,8.4
LaToya Sanders,WAS,F-C,28,686,28,25,24.5,4.1,6.8,0.607,0,0,0,4.1,6.8,0.611,1.9,2.2,0.869,2.3,6.4,1.6,1.3,1.1,1.1,2.4,10.2
Allie Quigley,CHI,G,32,951,32,32,29.7,5.7,12.3,0.466,2.3,5.4,0.42,3.4,6.8,0.502,1.7,2,0.857,0.3,2.4,2.5,0.7,0.3,2.1,1.8,15.4
Noelle Quinn,SEA,G,20,181,20,1,9.1,0.7,2.2,0.302,0.2,0.9,0.235,0.5,1.3,0.346,0,0,,0.1,0.9,0.7,0.1,0.1,0.5,0.4,1.5
Angel Robinson,PHO,F-C,24,238,24,0,9.9,0.8,1.8,0.452,0,0,0,0.8,1.7,0.463,0.7,0.8,0.85,1,3,0.5,0.2,0.3,0.9,1.3,2.3
Danielle Robinson,MIN,G,28,521,28,2,18.6,2.5,5.5,0.445,0.1,0.7,0.158,2.4,4.9,0.485,1.5,1.7,0.854,0.3,1.8,3.3,0.9,0,1.8,1.4,6.5
Sugar Rodgers,NYL,G,31,608,31,13,19.6,2.2,6,0.362,1.4,4.3,0.323,0.8,1.7,0.462,0.6,0.7,0.826,0.6,3.2,2,0.7,0.1,1.2,2.1,6.3
Leticia Romero,DAL,G,21,146,21,0,7,0.2,0.8,0.313,0,0.2,0.2,0.2,0.5,0.364,0.6,0.7,0.867,0.4,0.8,1.1,0,0,0.7,1,1.1
Tierra Ruffin-Pratt,WAS,G,33,598,33,10,18.1,1.7,5,0.341,0.5,1.5,0.314,1.2,3.4,0.354,1.6,1.9,0.855,0.7,2,1.5,0.6,0.2,0.8,1.6,5.5
Karlie Samuelson,LAS,F,20,84,20,0,4.2,0.4,0.9,0.389,0.3,0.8,0.313,0.1,0.1,1,0,0,,0.1,0.5,0.3,0.1,0.3,0.2,0.7,1
Shoni Schimmel,LVA,G,2,13,2,0,6.5,0,2.5,0,0,2,0,0,0.5,0,0,0,,0,1,0.5,0,0,0.5,0,0
Odyssey Sims,LAS,G,34,867,34,24,25.5,3.1,7.9,0.388,0.4,1.6,0.273,2.6,6.3,0.418,1.7,2.3,0.722,0.4,2.5,2.8,0.6,0,1.5,1.6,8.2
Azura Stevens,DAL,F-C,34,700,34,9,20.6,3.3,7.6,0.43,0.8,2.6,0.318,2.4,5,0.488,1.5,1.9,0.788,1.7,4.6,1.3,0.9,1.1,1.5,2.1,8.9
Breanna Stewart,SEA,F,34,1074,34,34,31.6,7.9,15,0.529,1.8,4.3,0.415,6.1,10.7,0.576,4.1,5.1,0.82,1.1,8.4,2.5,1.4,1.4,1.8,2,21.8
Kiah Stokes,NYL,C,30,427,30,4,14.2,1.4,2.6,0.545,0,0,,1.4,2.6,0.545,0.3,0.5,0.533,1.4,4.5,0.4,0.4,0.6,0.7,1.9,3.1
Shekinna Stricklen,CON,F,34,639,34,30,18.8,2.3,5.3,0.43,1.7,4,0.43,0.6,1.3,0.432,0.4,0.4,0.857,0.3,2.3,0.5,0.6,0.1,0.6,1.4,6.6
Carolyn Swords,LVA,C,26,375,26,12,14.4,1.7,3,0.557,0,0,,1.7,3,0.557,0.5,0.6,0.875,1.7,4.7,0.9,0.2,0.7,0.8,2.1,3.9
Brittney Sykes,ATL,G,29,600,29,7,20.7,3.3,8.1,0.411,0.8,2.8,0.268,2.6,5.3,0.487,2.2,3.4,0.663,0.6,3.5,2.3,0.3,0.6,1.1,1.8,9.7
Stephanie Talbot,PHO,F,31,453,31,8,14.6,1.3,2.7,0.464,0.5,1.4,0.386,0.7,1.3,0.55,0.6,0.7,0.905,0.8,1.9,1.3,0.5,0.3,0.9,1.6,3.7
Diana Taurasi,PHO,G,33,989,33,33,30,6.1,13.7,0.446,3.2,8.4,0.383,2.9,5.3,0.545,5.2,5.6,0.925,0.1,3.5,5.3,0.9,0.2,2.6,3,20.7
Asia Taylor,IND,F,14,116,14,0,8.3,0.6,2.1,0.31,0.1,0.4,0.2,0.6,1.7,0.333,0.5,0.6,0.778,0.6,1.8,0.4,0.2,0,0.8,0.9,1.9
Alyssa Thomas,CON,F,24,734,24,24,30.6,4.1,8.8,0.464,0,0,0,4.1,8.8,0.467,2.2,4,0.547,2,8.1,4.2,1.2,0.4,2,2.9,10.3
Jasmine Thomas,CON,G,34,956,34,34,28.1,4.7,11.8,0.398,1.4,4.4,0.311,3.4,7.5,0.449,2.1,2.4,0.855,0.8,3.3,4.8,1.1,0.2,2.5,2.1,12.9
Krystal Thomas,WAS,C,24,237,24,7,9.9,0.8,1.8,0.429,0,0,,0.8,1.8,0.429,0.3,0.5,0.636,0.9,2.5,0.2,0.2,0.1,0.8,1.9,1.8
Kayla Thornton,DAL,F,34,971,34,32,28.6,3.4,7.5,0.447,1.3,3.6,0.355,2.1,3.9,0.53,1.3,1.5,0.86,1.3,4,1.8,1,0.4,1.1,2.7,9.2
Kristi Toliver,WAS,G,33,1087,33,33,32.9,4.5,10.4,0.433,2.2,6.1,0.36,2.3,4.4,0.535,2.7,2.9,0.918,0.2,2.3,4.4,1.2,0,2.2,1.6,13.9
Morgan Tuck,CON,F,34,462,34,1,13.6,2.4,5,0.473,0.6,1.9,0.349,1.7,3.1,0.547,0.6,0.7,0.826,0.7,2.3,0.5,0.4,0.1,0.7,1.2,5.9
Yvonne Turner,PHO,G,32,426,32,3,13.3,1.5,3.9,0.376,0.7,2.2,0.324,0.8,1.7,0.444,0.5,0.7,0.682,0.2,1.8,1.3,0.7,0.1,0.6,1.1,4.1
Maria Vadeeva,LAS,C,25,204,25,0,8.2,1.6,3,0.527,0.2,0.5,0.333,1.4,2.5,0.565,0.4,0.5,0.75,0.7,2.2,0.4,0.4,0.4,0.5,1.8,3.6
Courtney Vandersloot,CHI,G,30,955,30,30,31.8,4.5,9.3,0.489,1.5,3.8,0.398,3,5.5,0.552,1.9,2.3,0.826,0.5,3.7,8.6,1.3,0.6,3.5,2.1,12.5
Kia Vaughn,NYL,C,29,532,29,27,18.3,2.5,4.7,0.533,0,0,,2.5,4.7,0.533,0.6,1,0.643,1.2,4,0.7,0.7,0.2,1,1.7,5.7
Victoria Vivians,IND,G,34,920,34,26,27.1,3.1,7.6,0.404,1.9,4.8,0.399,1.2,2.9,0.412,0.8,0.9,0.931,0.5,3.1,1.2,0.9,0.1,1,1.8,8.9
Shatori Walker-Kimbrough,WAS,G,19,168,19,1,8.8,1.3,2.9,0.429,0.4,1.2,0.304,0.9,1.7,0.515,0.6,0.6,1,0.2,0.8,0.4,0.4,0.3,0.8,0.4,3.5
Lindsay Whalen*,MIN,G,32,617,32,29,19.3,2,5.6,0.363,0.5,1.3,0.357,1.6,4.3,0.365,1.2,1.3,0.881,0.3,2.6,3.1,0.7,0.1,1.3,1.3,5.7
Erica Wheeler,IND,G,34,737,34,22,21.7,2.9,8.3,0.351,0.6,2.2,0.276,2.3,6.1,0.379,1.4,1.7,0.797,0.6,2.9,4.1,0.8,0.2,1.4,2.3,7.8
Sami Whitcomb,SEA,G,31,265,31,0,8.5,1,2.8,0.349,0.8,2.2,0.362,0.2,0.5,0.294,0.2,0.2,1,0.2,0.9,0.5,0.5,0.1,0.5,0.6,2.9
Sydney Wiese,LAS,G,11,36,11,0,3.3,0,0.4,0,0,0.4,0,0,0,,0,0,,0,0.3,0.2,0,0,0.1,0.5,0
Courtney Williams,CON,G,30,812,30,29,27.1,5.7,12.5,0.456,0.7,1.8,0.377,5,10.7,0.469,0.6,0.8,0.68,1.5,5.9,3,0.8,0.1,1.8,1.6,12.6
Elizabeth Williams,ATL,C-F,33,885,33,32,26.8,3.7,6.7,0.548,0,0,,3.7,6.7,0.548,1.8,3.1,0.563,2.2,5.8,1.4,0.8,1.8,1.2,2.7,9.1
Gabby Williams,CHI,F,34,781,34,30,23,3,6.9,0.432,0.2,0.8,0.269,2.8,6.2,0.452,1.1,1.4,0.783,1.2,4.3,1.6,1.6,0.2,1.1,1.9,7.3
Riquna Williams,LAS,G,33,546,33,3,16.5,2.5,6,0.407,1.5,3.9,0.375,1,2.2,0.465,0.7,0.9,0.8,0.4,1.4,0.7,0.7,0.1,0.5,1.6,7.1
A'ja Wilson,LVA,F,33,1010,33,33,30.6,7.4,16.1,0.462,0,0,,7.4,16.1,0.462,5.8,7.5,0.774,2,8,2.2,0.8,1.7,1.4,2.1,20.7
Imani Wright,PHO,G,1,1,1,0,1,0,1,0,0,1,0,0,0,,0,0,,0,0,0,0,0,0,0,0
Tanisha Wright,MIN,G,33,586,33,4,17.8,1.5,4,0.383,0.6,1.5,0.396,1,2.6,0.376,0.6,0.8,0.741,0.3,1.6,2,0.5,0.1,1.3,1.9,4.3
Tamera Young,LVA,F,33,881,33,25,26.7,3.9,9.6,0.408,0.1,0.4,0.308,3.8,9.2,0.413,2,2.8,0.707,1.1,5.1,2.8,1,0.2,1.7,2.1,9.9
Amanda Zahui B.,NYL,C,29,460,29,0,15.9,3.1,6.2,0.5,0.7,2.1,0.344,2.4,4.1,0.58,0.8,1.3,0.605,1.3,3,0.7,0.4,0.4,1.6,2.8,7.7
Cecilia Zandalasini,MIN,F,29,478,29,6,16.5,2.1,5.1,0.409,0.8,2.1,0.383,1.3,3.1,0.427,0.7,0.9,0.84,0.2,1.9,1.1,0.3,0,1.1,1.8,5.7
Shavonte Zellous,NYL,G,22,531,22,22,24.1,2.9,6.8,0.423,0.4,1.4,0.267,2.5,5.4,0.462,2.1,2.8,0.754,0.3,3.1,3,0.6,0.2,1.2,2.6,8.2
Alex Bentley,TOT,G,35,745,35,0,21.3,3.7,9.5,0.387,1.1,3.6,0.307,2.5,5.8,0.436,1,1.3,0.723,0.3,1.5,3.3,1.1,0.1,1.6,2.2,9.4
Layshia Clarendon,TOT,G,33,549,33,4,16.6,1.7,4.3,0.401,0.1,0.6,0.1,1.7,3.7,0.451,1.3,1.6,0.811,0.5,1.8,2.2,0.5,0,1.2,1.5,4.8
Tayler Hill,TOT,G,20,235,20,1,11.8,1.2,4.2,0.286,0.7,2.3,0.289,0.6,2,0.282,0.7,0.7,0.929,0.2,0.8,1,0.2,0.1,0.9,0.4,3.7
Maggie Lucas,TOT,G,8,56,8,0,7,0.1,2,0.063,0.1,1.6,0.077,0,0.4,0,0,0,,0.1,0.4,0,0.4,0,0.8,0,0.4
Teana Muldrow,TOT,F,4,9,4,0,2.3,0,0.3,0,0,0.3,0,0,0,,0,0,,0,0.3,0,0,0,0,0.3,0
Cappie Pondexter,TOT,G,30,545,30,14,18.2,2.8,7.4,0.381,0.4,1,0.367,2.5,6.4,0.383,1.3,1.5,0.867,0.2,1.8,1.8,0.5,0,0.9,1.5,7.3
Aerial Powers,TOT,F-G,24,345,24,0,14.4,2,5.1,0.393,0.5,1.8,0.273,1.5,3.3,0.462,1.7,1.9,0.87,0.7,2.8,0.9,0.5,0.3,1.3,1.3,6.2
Mercedes Russell,TOT,C,24,133,24,0,5.5,0.7,1.4,0.471,0,0,,0.7,1.4,0.471,0.3,0.6,0.571,0.3,1.4,0.2,0.1,0.1,0.3,0.7,1.7
Alex Bentley,CON,G,19,413,19,0,21.7,3.8,9.6,0.396,1.1,3.6,0.304,2.7,5.9,0.451,1.3,1.6,0.833,0.5,1.4,3.2,1.3,0.1,1.6,2.3,10
Layshia Clarendon,ATL,G,18,311,18,4,17.3,1.4,4.4,0.329,0.1,0.8,0.143,1.3,3.6,0.369,1.3,1.7,0.8,0.6,2.1,1.7,0.4,0,1.3,1.7,4.3
Tayler Hill,WAS,G,13,117,13,0,9,0.8,3,0.282,0.5,1.6,0.286,0.4,1.4,0.278,0.8,0.9,0.917,0.1,0.6,1,0.2,0.1,0.8,0.5,3
Maggie Lucas,ATL,G,7,36,7,0,5.1,0.1,1.6,0.091,0.1,1.4,0.1,0,0.1,0,0,0,,0.1,0.4,0,0.1,0,0.7,0,0.4
Teana Muldrow,SEA,F,3,6,3,0,2,0,0.3,0,0,0.3,0,0,0,,0,0,,0,0.3,0,0,0,0,0,0
